nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0005408	Katey Sagal	1954	\N	actress,soundtrack,producer	tt0312081,tt0149460,tt0092400,tt1124373
nm0005409	Suzanne Sena	1963	\N	actress,producer	tt1219024,tt2461262,tt1717499,tt0452046
nm0005410	Brian Setzer	1959	\N	soundtrack,actor,composer	tt0118956,tt0285823,tt0093378,tt0110475
nm0005411	Rita Sever	\N	\N	actress	tt1225901,tt1666566,tt1615858,tt4765610
nm0005412	Jane Seymour	1951	\N	actress,producer,soundtrack	tt0396269,tt0103405,tt0070328,tt0081534
nm0005413	Shanice	1973	\N	music_department,actress,soundtrack	tt0114148,tt0103859,tt0102789,tt0107563
nm0005414	Robert Shapiro	\N	\N	producer,director,actor	tt0092965,tt0112895,tt0361467,tt0089791
nm0005415	China Shavers	1977	\N	actress,producer	tt0277371,tt0221218,tt1532503,tt1839492
nm0005416	Vinessa Shaw	1976	\N	actress,director,producer	tt0381849,tt0120663,tt0107120,tt2053463
nm0005417	Lin Shaye	1943	\N	actress,producer,soundtrack	tt0129387,tt0308152,tt3195644,tt1591095
nm0005418	Rhonda Shear	1954	\N	actress,writer	tt0339534,tt0104702,tt0272417,tt0094012
nm0005419	Judy Sheindlin	1942	\N	writer,producer,actress	tt13368190,tt0115227,tt3854942,tt2398249
nm0005420	Marley Shelton	1974	\N	actress	tt1077258,tt0258470,tt1028528,tt0151738
nm0005421	Ron Shelton	1945	\N	writer,director,producer	tt0329717,tt0117918,tt0094812,tt0105812
nm0005422	Hilary Shepard	1959	\N	actress,soundtrack,producer	tt0120389,tt0405422,tt0100343,tt0106145
nm0005423	Vonda Shepard	1963	\N	soundtrack,music_department,actress	tt1014741,tt0758752,tt0118254,tt0069658
nm0005424	Grant Show	1962	\N	actor,director,producer	tt0103491,tt0072559,tt0830558,tt0431021
nm0005425	Maria Shriver	1955	\N	producer,actress,writer	tt0107362,tt3881494,tt3316960,tt1432143
nm0005426	Robert Shriver	1954	\N	producer	tt0214930,tt0111503,tt5648882,tt0138326
nm0005427	Cynthia Sikes	1954	\N	actress,producer	tt1856101,tt0112022,tt0102341,tt0094678
nm0005428	Joel Silver	1952	\N	producer,actor,miscellaneous	tt5444294,tt3799694,tt0133093,tt0095016
nm0005429	Victoria Silvstedt	1974	\N	actress,producer	tt0285462,tt0253798,tt1465487,tt0131857
nm0005430	Gene Simmons	1949	\N	actor,producer,soundtrack	tt0165710,tt1225822,tt4501244,tt0088024
nm0005431	Henry Simmons	\N	\N	actor,producer	tt0106079,tt2011159,tt10065678,tt2364582
nm0005432	Russell Simmons	1957	\N	producer,writer,soundtrack	tt0117218,tt0242423,tt0804497,tt1398426
nm0005433	Jessica Simpson	1980	\N	actress,soundtrack,producer	tt0811138,tt0424993,tt0380934,tt0377818
nm0005434	Nancy Sinatra	1940	\N	soundtrack,actress,producer	tt0062512,tt0063634,tt0999913,tt0266697
nm0005435	Sinbad	1956	\N	actor,writer,producer	tt0119215,tt0116311,tt0106598,tt0116705
nm0005436	John Singleton	1968	2019	producer,writer,director	tt0255819,tt0430105,tt0101507,tt0162650
nm0005437	Sisqó	1978	\N	actor,soundtrack,composer	tt0192071,tt0281373,tt0144528,tt0120812
nm0005438	Jeremy Sisto	1974	\N	actor,producer,writer	tt0328538,tt0112697,tt0120241,tt0295700
nm0005439	Azura Skye	1981	\N	actress	tt7090638,tt0479968,tt0219965,tt0191754
nm0005440	Kelly Slater	1972	\N	actor,producer,miscellaneous	tt0203755,tt0245891,tt0423294,tt0096542
nm0005441	Lindsay Sloane	\N	\N	actress,soundtrack	tt0204946,tt0314786,tt0815236,tt1386588
nm0005442	Amy Smart	1976	\N	actress,soundtrack	tt0250687,tt0120201,tt0433400,tt0479884
nm0005443	Jean Smart	1951	\N	actress,soundtrack,producer	tt0285331,tt10640346,tt2140479,tt0333766
nm0005444	Keely Shaye Brosnan	1963	\N	actress,director,producer	tt0100300,tt8084776,tt0458443,tt0056758
nm0005445	Kerr Smith	1972	\N	actor,director	tt0118300,tt0195714,tt1442109,tt1179891
nm0005446	Patti Smith	1946	\N	soundtrack,actress,composer	tt0110632,tt0115624,tt1959490,tt2062700
nm0005447	Leelee Sobieski	1983	\N	actress,producer	tt0206314,tt0460780,tt0151738,tt0411061
nm0005448	Marla Sokoloff	1980	\N	actress,director,writer	tt0118437,tt0242423,tt0092359,tt0186589
nm0005449	José Solano	1971	\N	production_manager,actor	tt0495921,tt0373569,tt0096542,tt0249313
nm0005450	David Spade	1964	\N	actor,writer,producer	tt0114694,tt0437863,tt0120917,tt0245686
nm0005451	Dana Sparks	1961	\N	actress,writer	tt0192917,tt0069658,tt0112022,tt0092455
nm0005452	Hal Sparks	1969	\N	actor,director,writer	tt1225822,tt0316654,tt0262985,tt0242423
nm0005453	Britney Spears	1981	\N	music_artist,soundtrack,actress	tt0295178,tt0275022
nm0005454	Scott Speedman	1975	\N	actor,soundtrack	tt0482606,tt0401855,tt2355495,tt0320691
nm0005455	Aaron Spelling	1923	2006	producer,writer,actor	tt0085970,tt0054532,tt0160127,tt0081856
nm0005456	Randy Spelling	1978	\N	actor,producer	tt0417056,tt0362511,tt0118484,tt0447999
nm0005457	Dina Spybey-Waters	\N	\N	actress,producer,soundtrack	tt0322330,tt0251160,tt0425123,tt0338094
nm0005458	Jason Statham	1967	\N	actor,producer,stunts	tt3079380,tt4779682,tt0479884,tt2820852
nm0005459	Liz Stauber	1979	\N	actress	tt0181875,tt0120188,tt0368447,tt0283139
nm0005460	Mary Steenburgen	1953	\N	actress,soundtrack,producer	tt1204975,tt0099088,tt0838283,tt0080025
nm0005461	Gwen Stefani	1969	\N	music_artist,soundtrack,writer	tt0338751,tt1679335,tt0196229
nm0005462	Leslie Stefanson	1971	\N	actress	tt0144214,tt0269347,tt0119822,tt0217869
nm0005463	Heather Stephens	1975	\N	actress	tt0120519,tt0118928,tt0116922,tt0246989
nm0005464	Alana Stewart	1945	\N	actress,producer,director	tt0067069,tt0069001,tt0159392,tt1455807
nm0005465	Rod Stewart	1945	\N	music_artist,soundtrack,actor	tt0108333,tt0093260,tt0093640,tt0181875
nm0005466	Julia Stiles	1981	\N	actress,producer,director	tt1045658,tt0147800,tt0206275,tt0337697
nm0005467	Jerry Stiller	1927	2020	actor,producer,soundtrack	tt0098904,tt0427327,tt0408839,tt0196229
nm0005468	Michael Stipe	1960	\N	soundtrack,actor,composer	tt0120601,tt0259711,tt0125664,tt0116629
nm0005469	Mike Stoller	1933	\N	soundtrack,composer,music_department	tt0116908,tt2222042,tt1060277,tt0077631
nm0005470	Kelly Stone	1966	\N	actress	tt0156904,tt0413373
nm0005471	Peter Strauss	1947	\N	actor,producer	tt0113972,tt0081900,tt0329774,tt0084649
nm0005472	Kimberly Stewart	1979	\N	actress,producer	tt1890455,tt1618376,tt0112112,tt0258620
nm0005473	Marty Stuart	1958	\N	soundtrack,actor,composer	tt0149624,tt3553442,tt0369441,tt1319934
nm0005474	Nicole Sullivan	1970	\N	actress,writer,soundtrack	tt1190536,tt0974661,tt0396555,tt0426592
nm0005475	David Sutcliffe	1969	\N	actor,soundtrack,director	tt3595806,tt0361693,tt2078576,tt0238784
nm0005476	Hilary Swank	1974	\N	actress,producer,soundtrack	tt0405159,tt0171804,tt0431308,tt2398231
nm0005477	Lilly Tartikoff	1953	\N	producer,actress,executive	tt9022950,tt0870070,tt0290986,tt0199356
nm0005478	Larenz Tate	1975	\N	actor,producer,director	tt0119572,tt0375679,tt0350258,tt0107554
nm0005479	Bernie Taupin	1950	\N	soundtrack,composer,music_department	tt2066051,tt0388795,tt0181875,tt0377981
nm0005480	Ryan Rene Taylor	\N	\N	director	tt0132344,tt0144375,tt0132479,tt0148885
nm0005481	Victoria Tennant	1950	\N	actress,producer,writer	tt0102250,tt0086873,tt0099731,tt0093036
nm0005482	John Tesh	1952	\N	music_department,actor,soundtrack	tt0098320,tt0283644,tt0102951,tt2017020
nm0005483	Joe Theismann	1949	\N	actor	tt1136193,tt0116439,tt0087032,tt0081110
nm0005484	Alan Thicke	1947	2016	soundtrack,music_department,actor	tt0088527,tt0350028,tt1092633,tt1232200
nm0005485	Tiffani Thiessen	1974	\N	actress,producer,soundtrack	tt1358522,tt11032396,tt13540190,tt6916746
nm0005486	Marlo Thomas	1937	\N	actress,producer,soundtrack	tt1592873,tt0060034,tt0108778,tt5164214
nm0005487	Andrea Thompson	1960	\N	actress,miscellaneous	tt0081858,tt0105946,tt0106079,tt0094291
nm0005488	Scott 'Carrot Top' Thompson	1965	\N	actor,writer,producer	tt5985454,tt0284674,tt0129868,tt0118836
nm0005489	Courtney Thorne-Smith	1967	\N	actress,soundtrack,producer	tt0094072,tt0285351,tt0118254,tt0103491
nm0005490	Alexis Thorpe	1980	\N	actress	tt0058796,tt0756683,tt0417056,tt0328828
nm0005491	Maura Tierney	1965	\N	actress,soundtrack,producer	tt0119528,tt0278504,tt0108757,tt1226837
nm0005492	Charlene Tilton	1958	\N	actress,soundtrack,producer	tt5990386,tt0077000,tt1442464,tt12988016
nm0005493	Justin Timberlake	1981	\N	music_artist,soundtrack,actor	tt1637688,tt1679335,tt1285016,tt6587640
nm0005494	Steve Tisch	1949	\N	producer,actor,miscellaneous	tt0119925,tt0814314,tt11003218,tt0109830
nm0005495	David Tom	1978	\N	actor,script_department	tt0108265,tt0120789,tt0069658,tt0105466
nm0005496	Heather Tom	1975	\N	actress,director,producer	tt0092325,tt0062595,tt0805669,tt0069658
nm0005497	Nicholle Tom	\N	\N	actress,soundtrack,producer	tt0247638,tt0106375,tt0106080,tt0103786
nm0005498	Concetta Tomei	1945	\N	actress	tt0177991,tt0101757,tt0120647,tt6799264
nm0005499	Lily Tomlin	1939	\N	actress,producer,soundtrack	tt0080319,tt0073440,tt4270516,tt0086873
nm0005500	Liz Torres	1947	\N	actress,soundtrack,writer	tt0106039,tt0245686,tt0113501,tt0238784
nm0005501	Lorraine Toussaint	1960	\N	actress,producer	tt1211890,tt0102070,tt1020072,tt2372162
nm0005502	Michelle Trachtenberg	1985	\N	actress,producer,soundtrack	tt0141369,tt0118276,tt0974661,tt0356150
nm0005503	Susan Traylor	1964	\N	actress,producer,writer	tt0489337,tt1234654,tt0105265,tt0113277
nm0005504	Lee Trevino	1939	\N	actor	tt2219676,tt3496994,tt12494574,tt0116483
nm0005505	Travis Tritt	1963	\N	music_artist,soundtrack,actor	tt0118747,tt7959026,tt0104952,tt0109493
nm0005506	Ivana Trump	1949	2022	actress,writer,miscellaneous	tt0116313,tt0364782,tt0164029,tt0157238
nm0005507	Jimmy Tuckett	\N	\N	actor	tt0127489
nm0005508	Janine Turner	1962	\N	actress,producer,soundtrack	tt0098878,tt0098384,tt0106582,tt0758745
nm0005509	Jon Turteltaub	1963	\N	producer,director,writer	tt0106611,tt0114924,tt0117333,tt0368891
nm0005510	Shania Twain	1965	\N	music_artist,soundtrack,actress	tt0356721,tt0275022,tt0117998,tt0125439
nm0005511	Tracy Tweed	1965	\N	actress	tt0104743,tt0113481,tt0107680,tt0104999
nm0005512	Mike Tyson	1966	\N	actor,producer,writer	tt0479143,tt1411697,tt2888046,tt1119646
nm0005513	Alanna Ubach	1975	\N	actress,soundtrack,producer	tt2817246,tt2380307,tt8772296,tt6394270
nm0005514	Kim Johnston Ulrich	1955	\N	actress,soundtrack	tt0192917,tt0460681,tt0092332,tt0114306
nm0005515	Lars Ulrich	1963	\N	soundtrack,actor,composer	tt1156398,tt1226229,tt0120755,tt3385516
nm0005516	Blair Underwood	1964	\N	actor,producer,director	tt0160797,tt0120647,tt0119177,tt0113501
nm0005517	Gabrielle Union	1972	\N	actress,producer,soundtrack	tt0204946,tt0301181,tt0172156,tt0147800
nm0005518	Steve Vai	1960	\N	soundtrack,actor,composer	tt0443474,tt12141112,tt0101452,tt0104187
nm0005519	Wilmer Valderrama	1980	\N	actor,producer,soundtrack	tt0364845,tt0320244,tt0165598,tt1583420
nm0005520	Amber Valletta	1974	\N	actress,producer	tt1034032,tt0455760,tt0388482,tt0386588
nm0005521	Joan Van Ark	1943	\N	actress,director	tt0202179,tt0076294,tt1559356,tt0078638
nm0005522	Mario Van Peebles	1957	\N	actor,director,producer	tt0114084,tt0091187,tt0367790,tt0093300
nm0005523	Steven Van Zandt	1950	\N	actor,soundtrack,music_department	tt0141842,tt0113986,tt0404390,tt1958961
nm0005524	Courtney B. Vance	1960	\N	actor,producer,soundtrack	tt0093137,tt0099810,tt0112792,tt0186566
nm0005525	Mark Vanderloo	1968	\N	actor,miscellaneous	tt1073668,tt1540125,tt1839558,tt0120533
nm0005526	Luther Vandross	1951	2005	music_artist,soundtrack,actor	tt2404463,tt0113845,tt0089218,tt8722346
nm0005527	Sofía Vergara	1972	\N	actress,producer,soundtrack	tt2967224,tt2883512,tt1442437,tt0472181
nm0005528	Scott Vickaryous	1975	\N	actor	tt0124934,tt0202402,tt0212662,tt0337114
nm0005529	Lisa Vidal	1965	\N	actress,producer,director	tt2345481,tt1582459,tt0796366,tt0113819
nm0005530	Katie Wagner	1964	\N	actress,miscellaneous	tt0155425,tt0141303,tt8179388,tt10919380
nm0005531	Donnie Wahlberg	1969	\N	actor,producer,soundtrack	tt0285531,tt0117438,tt0455760,tt0432348
nm0005532	Kate Walsh	1967	\N	actress,producer,soundtrack	tt1659337,tt1038686,tt0367479,tt0413573
nm0005533	Maitland Ward	1977	\N	actress,writer,producer	tt0092325,tt14456714,tt11309414,tt0381707
nm0005534	Diane Warren	1956	\N	music_artist,soundtrack,composer	tt0120591,tt0213149,tt1126591,tt0118880
nm0005535	Estella Warren	1978	\N	actress	tt0257568,tt1410295,tt0132245,tt0133152
nm0005536	Dionne Warwick	1940	\N	soundtrack,music_department,actress	tt0106246,tt12676326,tt1308728,tt2737304
nm0005537	Don Was	1952	\N	soundtrack,music_department,actor	tt0112401,tt0096933,tt0119313,tt0103484
nm0005538	Barry Watson	1974	\N	actor,miscellaneous,director	tt0133046,tt0115083,tt0279781,tt0357507
nm0005539	Rolonda Watts	1959	\N	producer,actress,soundtrack	tt0112022,tt0117768,tt0255820,tt4125630
nm0005540	Keenen Ivory Wayans	1958	\N	writer,producer,actor	tt0381707,tt0095348,tt0430304,tt0098830
nm0005541	Marlon Wayans	1972	\N	actor,writer,soundtrack	tt0381707,tt0116126,tt0430304,tt0112220
nm0005542	Veronica Webb	1965	\N	actress	tt0120577,tt0244970,tt0104797,tt0196229
nm0005543	Victor Webster	1973	\N	actor	tt3086386,tt6143796,tt0986263,tt0305669
nm0005544	Harvey Weinstein	1952	\N	producer,actor,writer	tt0138097,tt0427309,tt3460252,tt0120737
nm0005545	Jerry Weintraub	1937	2015	producer,actor,miscellaneous	tt0110657,tt0118661,tt1291580,tt0111255
nm0005546	Howard Weisman	\N	\N	director,producer,executive	tt0119580,tt6297994
nm0005547	Alexandra Wentworth	1965	\N	actress,writer,producer	tt1230414,tt0151804,tt0116695,tt5507340
nm0005548	Joel West	1975	\N	actor,producer,writer	tt0058796,tt0313043,tt1618390,tt0813715
nm0005549	Haskell Wexler	1922	2015	cinematographer,camera_department,director	tt0061811,tt0061184,tt0064652,tt0073486
nm0005550	Bryan White	1974	\N	soundtrack,actor	tt0120366,tt1635327,tt0086995,tt0120800
nm0005551	Lynn Whitfield	1953	\N	actress,producer	tt0455612,tt0119080,tt0102167,tt0093300
nm0005552	Kym Whitley	1962	\N	actress,producer,director	tt1192628,tt3401882
nm0005553	Jane Wiedlin	1958	\N	music_artist,actress,soundtrack	tt0096928,tt0088930,tt1949599,tt0092007
nm0005554	James Wilder	1968	\N	actor,writer,producer	tt0094383,tt1907688,tt0108862,tt0098789
nm0005555	Anna Wilding	\N	\N	producer,actress,writer	tt1961313,tt0098911,tt1627932,tt0449570
nm0005556	Jason Wiles	1970	\N	actor,producer,director	tt8323778,tt6063312,tt0197182,tt0113537
nm0005557	Edy Williams	1941	\N	actress	tt0101399,tt0058390,tt0065466,tt0102565
nm0005558	Harland Williams	1962	\N	actor,writer,producer	tt0109686,tt1667082,tt0358082,tt0424993
nm0005559	Kelli Williams	1970	\N	actress,director,producer	tt2262532,tt4671682,tt1235099,tt0118437
nm0005560	Robbie Williams	1974	\N	music_artist,soundtrack,actor	tt0053494,tt1509767,tt0183790,tt0120735
nm0005561	Luke Wilson	1971	\N	actor,producer,director	tt0265666,tt0452702,tt0115734,tt0302886
nm0005562	Owen Wilson	1968	\N	actor,producer,writer	tt0265666,tt0115734,tt0396269,tt0335438
nm0005563	Irwin Winkler	1931	\N	producer,writer,director	tt0075148,tt0264796,tt3076658,tt0099685
nm0005564	Sara Winter	\N	\N	art_department,production_designer	tt1082088,tt0160425,tt0194624
nm0005565	Jonathan Winters	1925	2013	actor,writer,producer	tt0057193,tt0111143,tt0472181,tt2017020
nm0005566	Steve Winwood	1948	\N	music_artist,soundtrack,actor	tt0118747,tt0377062,tt4154796,tt2250912
nm0005567	Stevie Wonder	1950	\N	music_artist,soundtrack,composer	tt0112792,tt0120891,tt0088414,tt0102175
nm0005568	Russell Wong	1963	\N	actor,producer	tt0165929,tt0859163,tt0378918,tt0102526
nm0005569	Alfre Woodard	1952	\N	actress,producer,soundtrack	tt2024544,tt0117731,tt3322940,tt0272152
nm0005570	Bud Yorkin	1926	2015	producer,director,writer	tt0083658,tt0068128,tt0327699,tt1856101
nm0005571	Lisa Zane	\N	\N	actress,soundtrack,writer	tt0101917,tt1372686,tt0166276,tt0117217
nm0005572	Lili Fini Zanuck	1954	\N	producer,director,assistant_director	tt0139668,tt0097239,tt0088933,tt0253556
nm0005573	Richard D. Zanuck	1934	2012	producer,miscellaneous,production_manager	tt0120647,tt0097239,tt0088933,tt0073195
nm0005574	Dweezil Zappa	1969	\N	actor,music_department,soundtrack	tt0108755,tt0093894,tt0096928,tt0250494
nm0005575	Ian Ziering	1964	\N	actor,producer,soundtrack	tt0098749,tt2724064,tt3899796,tt4831420
nm0005576	Drea de Matteo	1972	\N	actress,writer,director	tt0141842,tt0398712,tt2402101,tt0244244
nm0005577	Portia de Rossi	1973	\N	actress,soundtrack	tt0120082,tt0367279,tt0145531,tt0257516
nm0005578	Rappin' 4-Tay	1968	\N	soundtrack,actor,composer	tt5580266,tt0115783,tt0112792
nm0005579	Christy Carlson Romano	1984	\N	actress,producer,soundtrack	tt0206511,tt0278866,tt0294425
nm0005580	Carole King	1942	\N	music_artist,soundtrack,music_department	tt0128853,tt0238784,tt0262727,tt0104694
nm0005581	David L. Lander	1947	2020	actor,soundtrack,writer	tt0081698,tt0096438,tt0268397,tt0074016
nm0005582	Tammy Lynn Michaels	1974	\N	actress	tt0202748,tt0337953,tt0330251,tt0305472
nm0005583	Serena Scott Thomas	1961	\N	actress,producer	tt0118276,tt0340163,tt0143145,tt1791528
nm0005584	Jack Martin Smith	1911	1993	art_director,art_department,production_designer	tt0060397,tt0066473,tt0056937,tt0064418
nm0005585	Matteo Pedani	1966	\N	director,sound_department,writer	tt0255893,tt0256273,tt0256286,tt0245347
nm0005586	Jeff Frentzen	1956	\N	producer,writer,director	tt2513864,tt21850894,tt9115376,tt3910582
nm0005587	Sean Everett	1962	\N	art_department,actor,art_director	tt0166924,tt0097474,tt0166896,tt0139239
nm0005588	Rob LaBelle	1962	\N	actor,producer,director	tt0103348,tt1740299,tt2443340,tt0409459
nm0005589	Elliot Easton	\N	\N	actor	tt0312627,tt0116130,tt0094466,tt0086759
nm0005590	Tony Klinger	1950	\N	producer,director,writer	tt0079400,tt0256024,tt0255918,tt0075214
nm0005591	John Foster	\N	\N	writer	tt0119522,tt13141620,tt0080234,tt0068069
nm0005592	Chris Castaldi	\N	\N	assistant_director,miscellaneous,producer	tt4154796,tt1291150,tt0770828,tt0371746
nm0005593	Chris L. Spellman	\N	\N	production_designer,set_decorator,art_department	tt0829482,tt0118715,tt0910936,tt0109830
nm0005594	George Frideric Handel	1685	1759	soundtrack,music_department,composer	tt0119094,tt1971325,tt0206634,tt4520364
nm0005595	Michael Baugh	1943	\N	production_designer,art_director,art_department	tt0118411,tt1466074,tt0080198,tt0106701
nm0005596	Jonathan Bourne	\N	\N	producer,writer,miscellaneous	tt2266944,tt0118515,tt2621006,tt1402219
nm0005597	Thom Brennan	\N	\N	sound_department,music_department,soundtrack	tt3450958,tt1190080,tt0234215,tt0133093
nm0005598	Grand L. Bush	1955	\N	actor,soundtrack	tt0161993,tt0095016,tt10045260,tt0097742
nm0005599	Jérémie Elkaïm	1978	\N	actor,writer,soundtrack	tt0242795,tt4428800,tt1931470,tt2059244
nm0005600	Lukas Erni	\N	\N	producer,director,writer	tt0446027,tt4622424,tt0216938,tt0266527
nm0005601	Katy Garretson	\N	\N	assistant_director,director,producer	tt0106004,tt0102975,tt0096933,tt0247102
nm0005602	Pierre Gill	\N	\N	cinematographer,camera_department,assistant_director	tt12324366,tt7326248,tt15358446,tt1374992
nm0005603	Kim Huffman	\N	\N	actress,script_department	tt0115397,tt0193545,tt1714828,tt1239185
nm0005604	David Knoller	\N	\N	producer,production_manager,director	tt0193676,tt0421030,tt6905686,tt3281796
nm0005605	Scott Kraft	\N	\N	producer,writer,music_department	tt3121722,tt0172049,tt4791498
nm0005606	Maurice LaMarche	1958	\N	actor,soundtrack,producer	tt0149460,tt0112123,tt0096697,tt2948356
nm0005607	Craig Marsden	\N	\N	cinematographer,camera_department,director	tt0127001,tt8716788,tt0119237,tt0427397
nm0005608	Robert Sidney Mellette	1962	\N	miscellaneous,producer,actor	tt0112230,tt0300532,tt0144528,tt0230350
nm0005609	Stephan Puchner	1971	\N	writer,director,miscellaneous	tt0207198,tt0808425,tt0190400,tt0232681
nm0005610	James Steven Sadwith	1952	\N	producer,writer,director	tt0094696,tt0118330,tt0105413,tt4048168
nm0005611	Edward Schofield	1966	\N	animation_department,actor,art_department	tt3692056,tt1786751,tt0213117,tt0137115
nm0005612	Jeremy Stein	1968	\N	producer,miscellaneous,director	tt0360486,tt0240802,tt2106361,tt0293429
nm0005613	Gregor Törzs	1970	\N	actor,cinematographer,camera_department	tt0345636,tt0350401,tt0371704,tt0968897
nm0005614	Stuart Urban	1958	\N	director,writer,producer	tt0134178,tt0882816,tt5116280,tt0119935
nm0005615	Urszula Urbaniak	1962	\N	director,assistant_director,miscellaneous	tt0461867,tt0216295,tt0388626,tt0441074
nm0005616	Aaron Woodley	1971	\N	director,writer,editor	tt0326065,tt0177349,tt3228088,tt0281821
nm0005617	Mark Woods	1947	\N	cinematographer,camera_department,director	tt0213690,tt0247254,tt1563777,tt0374312
nm0005618	Alex Zamm	\N	\N	director,producer,miscellaneous	tt7608418,tt2114504,tt13464350,tt0301454
nm0005619	Tom Jensen	1960	\N	camera_department,visual_effects,miscellaneous	tt0103923,tt0098320,tt0113253,tt0097138
nm0005620	Beth Wooke	\N	\N	set_decorator,art_department,production_designer	tt14826022,tt6492236,tt1621045,tt5555260
nm0005621	Thomas DeRenzo	1956	\N	composer,music_department,soundtrack	tt0391024,tt0338812,tt1302580,tt0126438
nm0005622	James Schmerer	1938	2019	miscellaneous,writer,producer	tt0060980,tt0088559,tt0072542,tt0069572
nm0005623	Lisa Essary	\N	\N	casting_director,casting_department,producer	tt8268028,tt7764650,tt3761426,tt8305806
nm0005624	Carlos Salces	1972	\N	editor,director,actor	tt0109265,tt0365967,tt29106482,tt0154450
nm0005625	Mark A. Mangini	1956	\N	sound_department,soundtrack,miscellaneous	tt1856101,tt1392190,tt1160419,tt0119116
nm0005626	Skip Godwin	\N	\N	sound_department	tt0348333,tt0116039,tt0107076,tt0286493
nm0005627	Kimberly Mullen	\N	\N	casting_department,casting_director	tt0330793,tt0340855,tt0430357,tt0368008
nm0005628	Oliver Schmitz	1960	\N	director,writer,editor	tt1646111,tt4627352,tt0401711,tt0095587
nm0005629	Ali Kazimi	\N	\N	cinematographer,director,producer	tt0155171,tt0110627,tt6151812,tt0490857
nm0005630	Thomas E. Ackerman	1948	\N	cinematographer,camera_department,assistant_director	tt0090685,tt0426592,tt0250687,tt0119190
nm0005631	José F. Aguayo	1911	1999	cinematographer,camera_department	tt0066491,tt0052429,tt0042467,tt0039153
nm0005632	Bitto Albertini	1924	1999	cinematographer,writer,director	tt0167840,tt0209390,tt0189229,tt0064375
nm0005633	John Alcott	1930	1986	camera_department,cinematographer	tt0062622,tt0066921,tt0093640,tt0072684
nm0005634	Sepp Allgeier	1895	1968	cinematographer,director,writer	tt1630043,tt0020570,tt0447386,tt1464746
nm0005635	Lucien N. Andriot	1892	1979	cinematographer,camera_department	tt0012586,tt0034931,tt0037515,tt0311681
nm0005636	Thierry Arbogast	1957	\N	cinematographer,camera_department	tt0119116,tt0100263,tt0228786,tt0110413
nm0005637	Victor Arménise	1896	\N	cinematographer,camera_department	tt0193239,tt0204181,tt0035075,tt0143856
nm0005638	Ricardo Aronovich	1930	\N	cinematographer,camera_department	tt0189142,tt0186674,tt0085213,tt0126351
nm0005639	Raúl Artigot	1936	2014	cinematographer,writer,director	tt0085212,tt0068966,tt0077286,tt0062356
nm0005640	Helmuth Ashley	1919	2021	director,cinematographer,writer	tt0055212,tt0242203,tt0404649,tt0087118
nm0005641	Joseph H. August	1890	1947	cinematographer,camera_department,art_director	tt0029654,tt0010476,tt0040705,tt0013961
nm0005642	Robert Baberske	1900	1958	cinematographer,camera_department,writer	tt0022100,tt0021818,tt0015064,tt0024582
nm0005643	Hanania Baer	1943	\N	cinematographer,camera_department,producer	tt0093507,tt0080354,tt0202179,tt0985040
nm0005644	Lucien Ballard	1904	1988	cinematographer,camera_department,miscellaneous	tt0065214,tt0063415,tt0049406,tt0068638
nm0005645	Enzo Barboni	1922	2002	cinematographer,director,writer	tt0068524,tt0060315,tt0074442,tt0067355
nm0005646	André Barlatier	1882	1943	cinematographer,camera_department	tt0014049,tt0016832,tt0015207,tt0016831
nm0005647	Andrzej Bartkowiak	1950	\N	cinematographer,director,actor	tt0242445,tt0165929,tt0419706,tt0111257
nm0005648	Bojan Bazelli	1957	\N	cinematographer,camera_department,actor	tt4731136,tt1210819,tt0298130,tt0356910
nm0005649	Affonso Beato	1941	\N	cinematographer,producer,camera_department	tt0185125,tt0183613,tt0162346,tt0436697
nm0005650	Friedl Behn-Grund	1906	1989	cinematographer,actor,camera_department	tt0027581,tt0038769,tt0023046,tt0049533
nm0005651	José María Beltrán	1898	1962	cinematographer,director,camera_department	tt0022664,tt0037969,tt0158482,tt0026471
nm0005652	Manuel Berenguer	1913	1999	cinematographer,camera_department,director	tt0039653,tt0038500,tt0059113,tt0052995
nm0005653	Giovanni Bergamini	\N	\N	camera_department,cinematographer,actor	tt0087303,tt0062078,tt0094931,tt0060315
nm0005654	Emil Berna	1907	2000	cinematographer,director,writer	tt0056156,tt14064926,tt0032801,tt0043897
nm0005655	Renato Berta	1945	\N	cinematographer,camera_department,director	tt9526392,tt0092593,tt0105908,tt11012320
nm0005656	Theo Bierkens	1955	\N	cinematographer,camera_department	tt0099950,tt0120884,tt0353667,tt1295059
nm0005657	Joseph F. Biroc	1903	1996	cinematographer,camera_department	tt0058213,tt0038650,tt0067065,tt0072308
nm0005658	G.W. Bitzer	1872	1944	cinematographer,director,camera_department	tt0006864,tt0009968,tt0431889,tt0004972
nm0005659	Ralf D. Bode	1941	2001	cinematographer,camera_department,actor	tt0094608,tt0080661,tt0098554,tt0112883
nm0005660	Anchise Brizzi	1887	1964	cinematographer	tt0023874,tt0041749,tt0043802,tt0031949
nm0005661	Norbert Brodine	1896	1970	cinematographer,camera_department,miscellaneous	tt0045409,tt0026985,tt0030442,tt0043565
nm0005662	Léonce-Henri Burel	1892	1977	cinematographer,director,camera_department	tt0049902,tt0042619,tt0201452,tt0016491
nm0005663	Hans Burmann	1937	\N	cinematographer,camera_department,actor	tt0109105,tt0110699,tt0125659,tt0117883
