tconst	parentTconst	seasonNumber	episodeNumber
tt0199471	tt14895146	\N	\N
tt0199536	tt0920489	2	1
tt0199589	tt0842384	\N	\N
tt0199624	tt0324902	\N	\N
tt0199635	tt0896232	\N	\N
tt0199648	tt1403933	1	3
tt0199698	tt0920489	1	1
tt0199699	tt0166458	11	8
tt0199708	tt0364151	13	1
tt0199719	tt14895146	\N	\N
tt0199768	tt0202740	\N	\N
tt0199914	tt0094416	8	4
tt0199939	tt0046637	1	7
tt0199954	tt0806901	16	7
tt0199955	tt0806901	3	7
tt0199969	tt14895146	\N	\N
tt0199973	tt0115322	2	17
tt0199979	tt14895146	\N	\N
tt0199993	tt14895146	\N	\N
tt0200038	tt0200037	2	5
tt0200063	tt0806904	1	11
tt0200184	tt14895146	\N	\N
tt0200264	tt0920489	1	2
tt0200313	tt1213665	1	32
tt0200327	tt0324861	1	20
tt0200352	tt0094416	11	8
tt0200412	tt0076987	3	1
tt0200503	tt0199184	23	5
tt0200535	tt3805856	\N	\N
tt0200596	tt14895146	\N	\N
tt0200656	tt0132666	3	12
tt0200749	tt14895146	\N	\N
tt0200750	tt14895146	\N	\N
tt0200777	tt0383798	\N	\N
tt0200778	tt0383798	\N	\N
tt0200779	tt0383798	\N	\N
tt0200782	tt14895146	\N	\N
tt0200783	tt14895146	\N	\N
tt0200804	tt14895146	\N	\N
tt0200809	tt0132666	3	8
tt0200900	tt14895146	\N	\N
tt0200922	tt14895146	\N	\N
tt0200984	tt14895146	\N	\N
tt0200986	tt14895146	\N	\N
tt0201148	tt14895146	\N	\N
tt0201231	tt0806910	1	413
tt0201232	tt0806910	1	414
tt0201234	tt0202179	17	3
tt0201248	tt0338665	\N	\N
tt0201281	tt1608487	1	5
tt0201364	tt14895146	\N	\N
tt0201426	tt0159876	\N	\N
tt0201434	tt14895146	\N	\N
tt0201496	tt14895146	\N	\N
tt0201552	tt14895146	\N	\N
tt0201574	tt14895146	\N	\N
tt0201603	tt0094456	4	7
tt0201604	tt0094456	4	8
tt0201622	tt0094416	11	10
tt0201703	tt14895146	\N	\N
tt0201704	tt14895146	\N	\N
tt0201727	tt14895146	\N	\N
tt0201813	tt14895146	\N	\N
tt0201851	tt0806901	19	2
tt0201854	tt0159876	26	8
tt0201860	tt14895146	\N	\N
tt0201883	tt14895146	\N	\N
tt0201904	tt14895146	\N	\N
tt0201928	tt0159876	18	4
tt0201968	tt0806910	1	242
tt0202013	tt14895146	\N	\N
tt0202020	tt14895146	\N	\N
tt0202021	tt0969783	1	6
tt0202030	tt14895146	\N	\N
tt0202079	tt14895146	\N	\N
tt0202126	tt1012950	2	1
tt0202286	tt0188323	1	4
tt0202356	tt1049986	4	6
tt0202488	tt0297626	8	6
tt0202530	tt0806901	4	8
tt0202550	tt1780701	\N	\N
tt0202596	tt0176357	4	9
tt0202619	tt1213665	1	33
tt0202626	tt4220008	1	5
tt0202654	tt0250905	\N	\N
tt0202808	tt0045449	4	2
tt0202821	tt0115243	2	18
tt0202905	tt3797766	1	9
tt0203057	tt14895146	\N	\N
tt0203058	tt0806901	15	3
tt0203140	tt0049992	2	14
tt0203241	tt0112239	7	1
tt0203435	tt0147760	4	1
tt0203667	tt0199184	6	1
tt0203697	tt0046593	7	6
tt0203864	tt0497066	\N	\N
tt0203976	tt0806910	1	421
tt0204077	tt0112239	7	2
tt0204277	tt0497066	\N	\N
tt0204282	tt0047745	3	20
tt0204286	tt0450527	\N	\N
tt0204316	tt0202179	17	2
tt0204329	tt0166458	10	7
tt0204337	tt3805856	\N	\N
tt0204374	tt1012950	5	2
tt0204491	tt0164295	1	6
tt0204557	tt0806901	6	7
tt0204558	tt0806901	16	5
tt0204633	tt0174431	2	5
tt0204672	tt0806910	1	415
tt0204673	tt0806910	1	417
tt0204791	tt0159876	4	1
tt0204802	tt0159876	3	25
tt0204892	tt0159876	\N	\N
tt0204917	tt0176357	4	12
tt0204937	tt0768816	\N	\N
tt0204987	tt0147760	4	2
tt0204988	tt0147760	4	3
tt0204990	tt0122339	5	10
tt0205243	tt1458516	\N	\N
tt0205260	tt0078657	8	11
tt0205323	tt0806901	16	3
tt0205432	tt0216507	1	2
tt0205447	tt0806910	1	416
tt0205455	tt0338665	\N	\N
tt0205456	tt0338665	\N	\N
tt0205468	tt0273026	17	3
tt0205483	tt0159876	27	16
tt0205504	tt0860267	1	5
tt0205753	tt2286153	1	3
tt0205767	tt0121949	\N	\N
tt0205784	tt0050013	1	5
tt0205788	tt0159876	\N	\N
tt0205789	tt0050013	2	8
tt0205794	tt0446859	1	3
tt0205798	tt0456786	\N	\N
tt0205808	tt0439384	4	24
tt0205812	tt0446859	1	12
tt0205814	tt0046593	8	4
tt0205853	tt0147760	4	4
tt0205934	tt0046593	8	10
tt0205961	tt1213665	1	25
tt0205982	tt0472249	2	2
tt0205996	tt2329424	1	12
tt0206042	tt0457259	\N	\N
tt0206043	tt0472249	1	1
tt0206073	tt0096732	1	1
tt0206157	tt0044284	1	2
tt0206213	tt0806901	19	4
tt0206214	tt0806901	16	6
tt0206215	tt0806901	28	5
tt0206318	tt0159876	27	5
tt0206332	tt0806910	1	314
tt0206404	tt0202179	15	2
tt0206455	tt0297626	10	9
tt0206463	tt0112239	7	3
tt0206590	tt0075471	3	1
tt0206601	tt1415092	3	6
tt0206651	tt0159876	19	2
tt0206661	tt0050013	2	2
tt0206680	tt0195453	1	11
tt0206689	tt0202179	15	6
tt0206690	tt0297626	7	9
tt0206739	tt0202179	9	1
tt0206835	tt0202179	6	4
tt0206838	tt0364151	4	7
tt0206894	tt0075471	2	5
tt0206924	tt0206482	\N	\N
tt0206965	tt0106078	1	4
tt0207016	tt0806901	7	4
tt0207017	tt0806901	19	5
tt0207018	tt0806901	15	4
tt0207019	tt0806901	28	6
tt0207142	tt0050013	1	7
tt0207177	tt0075488	1	2
tt0207209	tt1213665	1	41
tt0207239	tt0112239	7	4
tt0207380	tt1369743	4	11
tt0207386	tt12753314	\N	\N
tt0207389	tt2134468	1	1
tt0207395	tt12199580	\N	\N
tt0207410	tt0275822	3	15
tt0207431	tt0190181	5	4
tt0207443	tt0497066	\N	\N
tt0207452	tt0159876	\N	\N
tt0207457	tt1369743	4	12
tt0207458	tt0050013	3	6
tt0207463	tt12199580	1	5
tt0207468	tt0166909	1	30
tt0207504	tt0297625	3	1
tt0207536	tt0896232	\N	\N
tt0207537	tt0896232	\N	\N
tt0207538	tt0896232	\N	\N
tt0207539	tt0896232	\N	\N
tt0207540	tt0896232	\N	\N
tt0207541	tt0896232	\N	\N
tt0207542	tt0896232	\N	\N
tt0207543	tt0896232	\N	\N
tt0207544	tt0896232	\N	\N
tt0207545	tt0896232	\N	\N
tt0207546	tt0896232	\N	\N
tt0207547	tt0896232	\N	\N
tt0207548	tt0896232	\N	\N
tt0207549	tt0896232	\N	\N
tt0207550	tt0896232	\N	\N
tt0207551	tt0896232	\N	\N
tt0207552	tt0896232	\N	\N
tt0207553	tt0896232	\N	\N
tt0207598	tt1686687	\N	\N
tt0207609	tt0167616	1	5
tt0207654	tt11497256	1	5
tt0207669	tt0806901	8	2
tt0207670	tt0806901	5	2
tt0207686	tt0275822	8	20
tt0207720	tt1369743	\N	\N
tt0207767	tt0275822	6	26
tt0207832	tt0400036	1	4
tt0207972	tt0132666	3	5
tt0208055	tt0815353	1	13
tt0208137	tt0050013	3	2
tt0208139	tt0159876	\N	\N
tt0208158	tt0159876	3	17
tt0208162	tt0159876	14	10
tt0208163	tt0176357	1	7
tt0208197	tt0364151	4	10
tt0208224	tt1658998	\N	\N
tt0208248	tt0841927	1	3
tt0208366	tt0806901	7	5
tt0208367	tt0806901	18	3
tt0208368	tt0115317	2	2
tt0208460	tt0159876	22	4
tt0208493	tt1213665	1	43
tt0208499	tt0806910	1	418
tt0208533	tt3793732	\N	\N
tt0208560	tt0860267	1	7
tt0208662	tt0388574	\N	\N
tt0208777	tt0297625	6	2
tt0208846	tt0815352	1	6
tt0208853	tt0815352	1	14
tt0208877	tt0221740	10	4
tt0208886	tt0147760	3	4
tt0208923	tt0202454	1	1
tt0208987	tt2739426	1	5
tt0208991	tt0159876	9	16
tt0209048	tt0896232	\N	\N
tt0209166	tt1415092	4	1
tt0209186	tt0233023	1	10
tt0209244	tt0806901	18	5
tt0209297	tt0132666	3	1
tt0209402	tt0806910	1	420
tt0209460	tt0048893	3	16
tt0209494	tt0146386	11	1
tt0210035	tt0166458	11	10
tt0210088	tt3805856	\N	\N
tt0210144	tt1213665	1	44
tt0210328	tt0806910	1	419
tt0210372	tt0959258	1	9
tt0210375	tt0214335	1	7
tt0210378	tt0860267	1	6
tt0210537	tt0364151	3	4
tt0210623	tt0426366	1	1
tt0210627	tt0165593	12	5
tt0210637	tt0815353	1	31
tt0210684	tt12515592	1	1
tt0210752	tt1658998	\N	\N
tt0210800	tt0297626	1	6
tt0210857	tt0106078	2	1
tt0210888	tt13656216	\N	\N
tt0210889	tt13656216	\N	\N
tt0210901	tt1780701	\N	\N
tt0210903	tt0815353	1	29
tt0210911	tt0806901	19	7
tt0210968	tt0090509	1	3
tt0210985	tt0346222	2	9
tt0211082	tt0164285	1	5
tt0211252	tt28786055	\N	\N
tt0211341	tt0927658	1	3
tt0211429	tt0165326	\N	\N
tt0211435	tt2979006	1	4
tt0211463	tt0096538	2	1
tt0211507	tt0446859	1	1
tt0211511	tt0159876	1	11
tt0211524	tt0159876	\N	\N
tt0211557	tt2979006	1	2
tt0211576	tt0806901	15	7
tt0211647	tt0211871	1	1
tt0211896	tt11924510	1	1
tt0211936	tt11924510	1	2
tt0211949	tt1297329	\N	\N
tt0211964	tt0334833	\N	\N
tt0212061	tt0164295	3	1
tt0212064	tt0164295	1	5
tt0212071	tt0164295	5	4
tt0212088	tt0164295	6	7
tt0212089	tt0164295	3	3
tt0212099	tt0164295	6	4
tt0212113	tt0046593	1	4
tt0212117	tt0164295	5	2
tt0212141	tt0164295	1	9
tt0212156	tt0164295	1	8
tt0212161	tt0190181	2	11
tt0212165	tt0297626	14	4
tt0212171	tt0166458	5	7
tt0212192	tt0164295	5	5
tt0212230	tt0334833	\N	\N
tt0212238	tt0164295	5	1
tt0212243	tt0164295	3	4
tt0212274	tt0164295	6	5
tt0212275	tt0164295	4	5
tt0212276	tt0164295	4	4
tt0212281	tt0164295	2	3
tt0212293	tt0164295	1	1
tt0212335	tt0090481	5	2
tt0212345	tt0164295	6	6
tt0212364	tt0164295	5	7
tt0212382	tt0164295	5	6
tt0212383	tt0164295	6	3
tt0212399	tt0050013	3	4
tt0212400	tt0164295	2	2
tt0212402	tt0164295	2	1
tt0212409	tt0159876	\N	\N
tt0212415	tt0159876	1	7
tt0212429	tt0164295	1	7
tt0212436	tt0806901	4	1
tt0212442	tt0164295	1	2
tt0212469	tt0164295	2	5
tt0212509	tt0164295	2	7
tt0212514	tt0046637	2	1
tt0212515	tt0164295	6	1
tt0212530	tt0164295	1	10
tt0212619	tt0164295	5	3
tt0212762	tt0094416	11	3
tt0212886	tt0164295	3	5
tt0212903	tt1333192	1	1
tt0212929	tt0212698	5	5
tt0212950	tt0190181	2	1
tt0213006	tt0896232	\N	\N
tt0213049	tt1049304	2	2
tt0213116	tt0985040	5	2
tt0213138	tt0147770	1	9
tt0213162	tt0806901	2	4
tt0213176	tt0050013	1	2
tt0213191	tt0446859	2	12
tt0213198	tt0159876	1	1
tt0213204	tt0159876	3	15
tt0213227	tt0164295	4	1
tt0213236	tt0985040	10	1
tt0213261	tt0793361	8	1
tt0213280	tt0202179	16	5
tt0213543	tt13176602	1	1
tt0213630	tt0165592	2	2
tt0213658	tt0190181	5	3
tt0213675	tt0190181	6	1
tt0213742	tt14895146	\N	\N
tt0213826	tt0068098	11	16
tt0213860	tt0190181	1	4
tt0213935	tt0190181	2	6
tt0213936	tt0190181	5	10
tt0213942	tt14895146	\N	\N
tt0213949	tt0058853	9	21
tt0213964	tt0190181	4	4
tt0213982	tt0190181	5	1
tt0214008	tt0190181	3	4
tt0214012	tt0806901	2	6
tt0214058	tt0190181	4	8
tt0214107	tt0190181	4	1
tt0214130	tt0190181	2	7
tt0214145	tt0112167	5	11
tt0214157	tt0793361	8	2
tt0214184	tt14895146	\N	\N
tt0214190	tt0806910	1	14
tt0214254	tt0959258	1	8
tt0214276	tt0190181	5	5
tt0214298	tt0190181	5	6
tt0214305	tt0058853	9	22
tt0214326	tt1015563	2	1
tt0214538	tt0169474	\N	\N
tt0214565	tt13176602	1	2
tt0214599	tt0843225	1	10
tt0214624	tt3805856	\N	\N
tt0214650	tt0161126	4	54
tt0214676	tt0094456	2	4
tt0214752	tt0843225	1	11
tt0214763	tt0843225	1	8
tt0214780	tt9006468	\N	\N
tt0214782	tt9006468	\N	\N
tt0214791	tt0843225	1	12
tt0214798	tt0843225	1	6
tt0214850	tt0985040	12	4
tt0214859	tt1342141	1	6
tt0214861	tt14895146	\N	\N
tt0214928	tt0259794	1	4
tt0214934	tt0843225	1	9
tt0214950	tt0118401	2	4
tt0214957	tt0843225	1	3
tt0215017	tt0259794	1	1
tt0215018	tt3805856	\N	\N
tt0215046	tt0843225	1	13
tt0215049	tt0953111	1	2
tt0215050	tt0953111	1	4
tt0215056	tt0843225	1	7
tt0215063	tt0806901	24	6
tt0215064	tt0806901	17	7
tt0215072	tt0843225	1	4
tt0215111	tt0066684	30	5
tt0215155	tt0259794	1	6
tt0215156	tt0050013	4	4
tt0215164	tt0159876	3	7
tt0215165	tt0159876	5	7
tt0215198	tt0176357	4	10
tt0215238	tt0806910	1	422
tt0215265	tt1511543	3	1
tt0215280	tt0843225	1	5
tt0215284	tt0959258	1	10
tt0215362	tt0218768	3	1
tt0215365	tt0843225	1	2
tt0215471	tt0161126	3	82
tt0215544	tt0161126	8	29
tt0215566	tt0161126	3	36
tt0215594	tt28061056	1	1
tt0215684	tt0221740	10	6
tt0215701	tt1780701	\N	\N
tt0215723	tt0815353	1	1
tt0215756	tt0165592	10	26
tt0215766	tt0831400	1	1
tt0215813	tt0046593	23	9
tt0215855	tt0161126	3	21
tt0215895	tt1213665	1	28
tt0215928	tt0161126	4	3
tt0215940	tt0161126	4	88
tt0215944	tt0058853	6	13
tt0216002	tt0161126	3	71
tt0216032	tt0161126	4	50
tt0216033	tt0161126	3	85
tt0216039	tt0161126	3	58
tt0216045	tt0161126	2	2
tt0216057	tt0161126	1	1
tt0216079	tt3805856	\N	\N
tt0216103	tt0806901	2	2
tt0216116	tt0161126	4	98
tt0216183	tt0161126	3	53
tt0216186	tt0174432	1	5
tt0216194	tt1614886	1	3
tt0216230	tt0165592	8	14
tt0216268	tt0806910	1	423
tt0216269	tt0806910	1	77
tt0216270	tt0806910	1	255
tt0216273	tt0161126	1	3
tt0216286	tt0161126	3	6
tt0216298	tt0161126	5	1
tt0216321	tt1781127	\N	\N
tt0216324	tt0161126	3	12
tt0216402	tt0191748	1	1
tt0216408	tt0161126	3	70
tt0216439	tt0882736	6	3
tt0216440	tt0215454	1	1
tt0216442	tt0450527	\N	\N
tt0216476	tt1531715	1	8
tt0216480	tt1531715	1	4
tt0216558	tt0111887	5	0
tt0216562	tt0298709	1	6
tt0216575	tt0207281	1	5
tt0216599	tt0212698	3	13
tt0216725	tt0212698	5	3
tt0216744	tt0105994	2	4
tt0216748	tt0298709	1	2
tt0216820	tt0959862	1	7
tt0216822	tt0212698	3	19
tt0216829	tt0298709	1	4
tt0216874	tt0159876	\N	\N
tt0216893	tt0207281	1	2
tt0216896	tt0207281	1	6
tt0216954	tt0207281	1	4
tt0217013	tt0212698	3	18
tt0217022	tt13185510	1	3
tt0217052	tt0176357	2	1
tt0217074	tt0132666	3	6
tt0217082	tt0806910	1	424
tt0217103	tt0050013	3	7
tt0217122	tt11597174	\N	\N
tt0217131	tt1213665	1	67
tt0217151	tt0159876	3	3
tt0217154	tt0050013	2	3
tt0217156	tt0298709	1	1
tt0217159	tt0050013	1	9
tt0217246	tt0165592	14	15
tt0217261	tt0407402	1	4
tt0217267	tt0051312	2	14
tt0217271	tt3793732	\N	\N
tt0217276	tt0165593	13	6
tt0217277	tt0298685	5	4
tt0217292	tt0174417	1	2
tt0217293	tt0407402	1	1
tt0217309	tt0058853	1	1
tt0217318	tt0165593	11	1
tt0217332	tt0165593	3	7
tt0217338	tt0174417	1	3
tt0217339	tt0174417	1	1
tt0217383	tt0958966	2	8
tt0217423	tt0174417	1	6
tt0217472	tt0958966	1	12
tt0217496	tt0958966	2	10
tt0217497	tt0958966	2	1
tt0217506	tt0165593	16	2
tt0217533	tt0182587	1	1
tt0217556	tt0958966	2	12
tt0217557	tt0250157	1	0
tt0217578	tt1049302	19	6
tt0217605	tt0907694	1	30
tt0217614	tt14895146	\N	\N
tt0217617	tt0407402	1	5
tt0217620	tt0165593	10	1
tt0217626	tt0165593	12	2
tt0217628	tt0165593	12	3
tt0217634	tt0165593	1	1
tt0217636	tt3805856	\N	\N
tt0217639	tt0407402	1	3
tt0217644	tt0958966	1	5
tt0217646	tt0165593	5	3
tt0217655	tt14895146	\N	\N
tt0217667	tt0407402	1	7
tt0217671	tt0298685	6	2
tt0217682	tt14895146	\N	\N
tt0217683	tt14895146	\N	\N
tt0217685	tt0106097	8	13
tt0217693	tt0199184	23	1
tt0217697	tt0106097	8	11
tt0217699	tt0174417	1	4
tt0217712	tt0407402	1	10
tt0217713	tt0958966	1	7
tt0217719	tt0953111	1	6
tt0217723	tt0165593	12	1
tt0217748	tt1049302	20	11
tt0217755	tt0200358	32	13
tt0217794	tt0174417	1	5
tt0217815	tt0297626	1	9
tt0217822	tt0297628	1	5
tt0217828	tt0165593	7	5
tt0217845	tt0407402	1	9
tt0217846	tt1049302	23	2
tt0217847	tt0958966	1	6
tt0217848	tt0165592	13	2
tt0217850	tt0407402	1	14
tt0217866	tt0958966	2	4
tt0217868	tt3793732	\N	\N
tt0217876	tt0896681	1	4
tt0217879	tt1686687	\N	\N
tt0217889	tt0165593	11	4
tt0217891	tt1049302	16	6
tt0217899	tt0165592	14	1
tt0217900	tt0407402	1	6
tt0217984	tt13498224	\N	\N
tt0218017	tt0199934	\N	\N
tt0218021	tt0174377	3	2
tt0218045	tt0199934	\N	\N
tt0218062	tt0115122	4	2
tt0218068	tt0199934	\N	\N
tt0218121	tt0132666	3	9
tt0218123	tt0159876	28	2
tt0218125	tt2897576	1	2
tt0218132	tt0202179	24	5
tt0218178	tt3805856	\N	\N
tt0218201	tt13185510	1	2
tt0218213	tt3805856	\N	\N
tt0218233	tt0318224	15	20
tt0218286	tt0199934	\N	\N
tt0218287	tt0199934	\N	\N
tt0218293	tt3805856	\N	\N
tt0218307	tt1049302	16	13
tt0218338	tt0199934	\N	\N
tt0218348	tt0199934	\N	\N
tt0218367	tt0159876	18	10
tt0218368	tt3797766	1	2
tt0218381	tt0199934	\N	\N
tt0218395	tt3793732	\N	\N
tt0218399	tt0212698	5	23
tt0218414	tt1323588	1	1
tt0218441	tt14895146	\N	\N
tt0218452	tt1043408	2	3
tt0218479	tt3805856	\N	\N
tt0218480	tt0842384	\N	\N
tt0218499	tt0199934	\N	\N
tt0218562	tt0199934	\N	\N
tt0218577	tt3805856	\N	\N
tt0218584	tt1213665	1	16
tt0218592	tt0407366	1	1
tt0218620	tt7000188	1	10
tt0218628	tt0874686	1	4
tt0218642	tt0199934	\N	\N
tt0218666	tt0199934	\N	\N
tt0218846	tt1323588	1	11
tt0218865	tt0199933	\N	\N
tt0218883	tt3805856	\N	\N
tt0218884	tt0199933	\N	\N
tt0218885	tt0180043	\N	\N
tt0218894	tt0199933	\N	\N
tt0218900	tt0199933	\N	\N
tt0218925	tt0166458	10	8
tt0218935	tt0180043	\N	\N
tt0218936	tt0199933	\N	\N
tt0218945	tt0166458	10	1
tt0218953	tt0199933	\N	\N
tt0218958	tt0180043	\N	\N
tt0218970	tt0809273	\N	\N
tt0218972	tt3797766	1	7
tt0219064	tt5955168	1	1
tt0219066	tt0180043	\N	\N
tt0219084	tt0199933	\N	\N
tt0219085	tt0180043	\N	\N
tt0219098	tt0180043	\N	\N
tt0219125	tt3805856	\N	\N
tt0219131	tt1323588	1	4
tt0219147	tt0180043	\N	\N
tt0219148	tt0180043	\N	\N
tt0219149	tt0180043	\N	\N
tt0219170	tt0166458	10	4
tt0219194	tt1323588	1	8
tt0219196	tt1780701	\N	\N
tt0219204	tt1323588	1	9
tt0219235	tt0180043	\N	\N
tt0219244	tt0199933	\N	\N
tt0219252	tt1323588	1	13
tt0219257	tt0806901	3	8
tt0219258	tt0806901	4	3
tt0219267	tt0199933	\N	\N
tt0219273	tt1323588	1	10
tt0219274	tt0199933	\N	\N
tt0219321	tt1780701	\N	\N
tt0219339	tt0806910	1	426
tt0219340	tt0806910	1	425
tt0219351	tt0166458	10	6
tt0219354	tt0881381	1	4
tt0219355	tt0180043	\N	\N
tt0219391	tt0166458	8	1
tt0219398	tt3805856	\N	\N
tt0219399	tt0199933	\N	\N
tt0219416	tt0166458	11	6
tt0219428	tt4538720	1	17
tt0219500	tt0057775	1965	1
tt0219567	tt1043408	1	3
tt0219585	tt1043408	1	9
tt0219606	tt3805856	\N	\N
tt0219942	tt1043408	2	5
tt0220013	tt1043408	1	1
tt0220021	tt0847709	1	7
tt0220072	tt1213665	1	68
tt0220310	tt3805856	\N	\N
tt0220318	tt1811504	\N	\N
tt0220345	tt0115122	4	3
tt0220356	tt5282596	\N	\N
tt0220393	tt3782710	\N	\N
tt0220505	tt2329424	1	15
tt0220543	tt0080231	1	5
tt0220693	tt0094416	4	6
tt0220704	tt0806901	4	5
tt0220720	tt0421438	1	1
tt0220727	tt0384765	\N	\N
tt0220803	tt0806910	1	427
tt0220973	tt3793732	\N	\N
tt0221062	tt0159876	24	12
tt0221077	tt0159876	\N	\N
tt0221085	tt3782658	\N	\N
tt0221122	tt3782710	\N	\N
tt0221146	tt1213665	1	17
tt0221151	tt3805856	\N	\N
tt0221289	tt0220238	1	1
tt0221343	tt5884844	\N	\N
tt0221360	tt0497066	\N	\N
tt0221399	tt0052447	2	13
tt0221420	tt0094416	8	1
tt0221486	tt0806901	28	7
tt0221487	tt0806901	4	9
tt0221533	tt0182408	1	2
tt0221534	tt0182408	1	3
tt0221594	tt1780701	\N	\N
tt0221596	tt0860267	2	1
tt0221598	tt0429290	11	22
tt0221672	tt3805856	\N	\N
tt0221710	tt0880565	1	3
tt0221781	tt0115404	1	0
tt0221795	tt0985040	8	5
tt0221917	tt1068211	1	2
tt0221944	tt0159876	\N	\N
tt0221971	tt0958967	1	9
tt0222006	tt0842384	\N	\N
tt0222227	tt0046593	15	20
tt0222283	tt0806901	5	3
tt0222301	tt0046593	20	10
tt0222311	tt0421438	1	3
tt0222330	tt0907694	1	31
tt0222429	tt0806910	1	428
tt0222508	tt1213665	1	70
tt0222800	tt7263982	\N	\N
tt0222827	tt0821065	2	6
tt0222835	tt0463399	3	43
tt0223518	tt1658998	\N	\N
tt0223553	tt0497066	\N	\N
tt0223643	tt0463399	3	44
tt0223890	tt3805856	\N	\N
tt0223943	tt0806901	18	7
tt0223944	tt0806901	5	5
tt0223972	tt0262984	1	0
tt0223982	tt0421438	1	4
tt0224000	tt0463399	5	37
tt0224135	tt0192937	\N	\N
tt0224222	tt0806910	1	436
tt0224223	tt0806910	1	429
tt0224224	tt0806910	1	430
tt0224621	tt1213665	1	69
tt0224809	tt0118290	1	15
tt0224817	tt0046637	2	3
tt0225079	tt3805856	\N	\N
tt0225093	tt0046580	1	5
tt0225379	tt0046593	28	10
tt0225476	tt5884844	\N	\N
tt0225714	tt3782710	\N	\N
tt0225893	tt0208857	\N	\N
tt0225907	tt0208857	\N	\N
tt0225962	tt0208857	\N	\N
tt0226023	tt0346222	2	7
tt0226053	tt15566352	\N	\N
tt0226151	tt0185074	1	0
tt0226265	tt0208857	\N	\N
tt0226266	tt0208857	\N	\N
tt0226280	tt0208857	\N	\N
tt0226306	tt0198190	39	13
tt0226316	tt0208857	\N	\N
tt0226317	tt0806901	5	7
tt0226384	tt0208857	\N	\N
tt0226390	tt0907694	1	32
tt0226412	tt0846838	1	6
tt0226431	tt0208857	\N	\N
tt0226504	tt0208857	\N	\N
tt0226767	tt0165592	2	10
tt0226902	tt0224898	1	1
tt0226903	tt0224898	1	2
tt0226904	tt0224898	1	3
tt0226916	tt0227912	1	24
tt0227077	tt7263982	\N	\N
tt0227167	tt0806910	1	431
tt0227225	tt3805856	\N	\N
tt0227228	tt3805856	\N	\N
tt0227285	tt0806901	6	1
tt0227327	tt1642302	1	6
tt0227363	tt0497066	\N	\N
tt0227401	tt0092322	7	70
tt0227418	tt3793732	\N	\N
tt0227466	tt3805856	\N	\N
tt0227561	tt0047707	2	7
tt0227575	tt0860267	2	2
tt0228058	tt0821060	1	8
tt0228070	tt0821065	7	1
tt0228071	tt0821065	8	1
tt0228084	tt0202179	23	1
tt0228232	tt1229946	2	2
tt0228233	tt0108749	6	1
tt0228363	tt2329424	1	14
tt0228364	tt2329424	1	10
tt0228365	tt2329424	1	13
tt0228373	tt0297626	3	14
tt0228384	tt3805856	\N	\N
tt0228423	tt1428578	\N	\N
tt0228462	tt14895146	\N	\N
tt0228492	tt14895146	\N	\N
tt0228495	tt14895146	\N	\N
tt0228568	tt0348811	4	9
tt0228600	tt14895146	\N	\N
tt0228605	tt3782710	\N	\N
tt0228622	tt0106078	3	20
tt0228657	tt7263982	\N	\N
tt0228733	tt0806901	6	4
tt0228734	tt0806901	6	2
tt0228788	tt14895146	\N	\N
tt0228798	tt0861749	11	4
tt0228854	tt12833360	1	3
tt0228855	tt12833360	1	2
tt0228881	tt14895146	\N	\N
tt0228911	tt14895146	\N	\N
tt0228926	tt0806910	1	39
tt0228927	tt0806910	1	432
tt0228984	tt3805856	\N	\N
tt0229009	tt14895146	\N	\N
tt0229027	tt14895146	\N	\N
tt0229045	tt1008628	1	1
tt0229244	tt0821060	1	7
tt0229312	tt14095752	1	7
tt0229342	tt0046593	8	26
tt0229352	tt0108749	5	1
tt0229353	tt0108749	6	2
tt0229395	tt14095752	1	8
tt0229481	tt14095752	1	14
tt0229488	tt0364151	4	4
tt0229575	tt1747300	1	2
tt0229660	tt0806901	6	5
tt0229674	tt0046593	6	15
tt0229687	tt14095752	1	2
tt0229688	tt14095752	1	10
tt0229762	tt0806910	1	433
tt0229773	tt14095752	1	12
tt0229775	tt14095752	1	3
tt0229922	tt8127644	1	2
tt0229941	tt1780701	\N	\N
tt0230001	tt0831400	3	1
tt0230153	tt0108749	6	3
tt0230401	tt0940632	2	1
tt0230473	tt3793732	\N	\N
tt0230504	tt1781127	\N	\N
tt0230545	tt0068067	7	6
tt0230610	tt3805856	\N	\N
tt0230712	tt0907694	1	33
tt0230809	tt9015970	1	3
tt0230858	tt0806910	1	434
tt0230862	tt0202179	25	3
tt0230888	tt0165592	9	3
tt0230995	tt0392978	1	3
tt0231134	tt1686687	\N	\N
tt0231245	tt0821060	1	6
tt0231277	tt1213665	1	71
tt0231281	tt7906134	\N	\N
tt0231328	tt3805856	\N	\N
tt0231421	tt0199184	12	1
tt0231487	tt0108749	6	4
tt0231575	tt3805856	\N	\N
tt0231870	tt0940632	2	2
tt0232002	tt0132666	3	7
tt0232053	tt3805856	\N	\N
tt0232199	tt0206501	27	2
tt0232434	tt0806901	16	4
tt0232435	tt0806901	29	1
tt0232436	tt0806901	7	1
tt0232464	tt6404392	1	1
tt0232474	tt1780701	\N	\N
tt0233099	tt0176095	3	1
tt0233274	tt0132666	4	13
tt0233278	tt0202179	12	6
tt0233322	tt0199184	9	2
tt0233403	tt9170590	1	1
tt0233482	tt0255726	1	5
tt0233488	tt0165592	12	1
tt0233518	tt0375293	1	11
tt0233529	tt0046593	33	15
tt0233706	tt9170590	1	2
tt0233803	tt1213665	1	26
